boundary_position,transition_id,canonical_id,transition_vintage,old_source,new_source,comparison_mode,old_data_vintage,new_data_vintage,reference_date,old_transformed,new_transformed,difference_new_minus_old
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1966-10-01,-0.004512047505536465,-0.006167983378894348,-0.0016559358733578833
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1966-11-01,0.0029854287656578826,0.002305216686758982,-0.0006802120788989008
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1966-12-01,0.00027534415302188364,0.012535520603091044,0.01226017645006916
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-01-01,0.0015309743949187826,-0.02397888548810556,-0.025509859883024344
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-02-01,0.0002943961003989415,-0.003702697897674412,-0.003997093998073353
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-03-01,0.0038818888028533394,0.007100907142449486,0.003219018339596147
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-04-01,-0.009714092937152419,0.0035430673808747315,0.01325716031802715
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-05-01,0.0047598909139945356,-2.913382875391335e-06,-0.004762804296869927
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-06-01,0.001337422323198556,0.008075888662931519,0.0067384663397329625
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-07-01,-0.0010693914621016098,0.0028871237762064794,0.003956515238308089
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-08-01,-0.0008515586844684009,-0.014552299118344436,-0.013700740433876035
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-09-01,0.003502180297501045,0.009980965080695015,0.006478784783193969
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-10-01,-0.001035664955061133,0.0021074737137443122,0.0031431386688054452
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-11-01,-0.002046992832031691,-0.00175701875508949,0.000289974076942201
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1967-12-01,0.0005754549254488595,0.011885175025037498,0.011309720099588638
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1968-01-01,0.00035200683943781286,-0.022103724621898024,-0.022455731461335837
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1968-02-01,-0.0006514598820812623,-0.005418947131522245,-0.0047674872494409826
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1968-03-01,0.0023182377872679183,0.011761935587816907,0.009443697800548989
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1968-04-01,-0.0033587092897660042,0.0018056497243605918,0.005164359014126596
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1968-05-01,7.505763962267764e-05,-0.004554501372053821,-0.004629559011676498
